Personal profile,Review,Number of likes,Store name,Region
4 reviews,Great customer service and fantastic prices!,2.0,HypeClub,New York
2 reviews,"Fire store and kick choice, I got my 360 v2 mono ice I love them!!!",1.0,HypeClub,New York
2 reviews,A friendly family run shop with a great selection!,,HypeClub,New York
1 review,World class service provide by the best in the business. Thanks guys!,,HypeClub,New York
4 reviews ¡¤ 5 photos,Best customer service and great prices!!!,,HypeClub,New York
1 review,"The employees were very kind and very helpful.
I recommend this adress",,HypeClub,New York
5 reviews,Amazing amazing amazing service! Owner was beyond helpful and welcoming,,HypeClub,New York
1 review,Great staff! Very fun to talk to and hilarious,,HypeClub,New York
1 review,Thank you Zachary and Alex! Best guys to work with when buying and trading sneakers!,1.0,HypeClub,New York
1 review,Great biz,,HypeClub,New York
1 review,this was a great experience i recommend if you¡¯re in the area to stop by & check it out,1.0,HypeClub,New York
4 reviews,The best place and crew ever must shop!!!,,HypeClub,New York
4 reviews,Found this amazing new and res sell sneakers  . Recommend you to visit when in new york,,HypeClub,New York
1 review,All shoes great condition and for a good price would highly recommend,1.0,HypeClub,New York
2 reviews,Amazing service and staff!!! Great experience¡­,,HypeClub,New York
1 review,Very reliable and quick business,,HypeClub,New York
3 reviews,If you wanted to get treated like a dog come here,,HypeClub,New York
1 review,They had great selection and great customer service,1.0,HypeClub,New York
3 reviews,Came all the way from the UK and got some amazing shoes!,,HypeClub,New York
1 review,Fire store crazy selection w prices shoutout melick,,HypeClub,New York
1 review,Top assistance and friendly conversation,,HypeClub,New York
1 review,Great people,,HypeClub,New York
3 reviews,We came here from Morocco to buy sneakers and here we found everything we needed at a correct price,1.0,HypeClub,New York
1 review,Very nice people and got all the help i needed,,HypeClub,New York
3 reviews ¡¤ 1 photo,Good customer service!,,HypeClub,New York
6 reviews ¡¤ 5 photos,Great service and pricing!!,,HypeClub,New York
11 reviews,Awesome service! Beautiful sneakers!,,HypeClub,New York
4 reviews,"Great shoes, and great service!?? ¡­",,HypeClub,New York
2 reviews,Perfect,,HypeClub,New York
2 reviews,"Amazing store and service.
Excellent price",1.0,HypeClub,New York
4 reviews,"Friendly staff, always smiling and so helpful",,HypeClub,New York
5 reviews ¡¤ 1 photo,"Cane from London, UK. Had good selection and friendly service",,HypeClub,New York
2 reviews,Best place to buy sell trade your new and used sneakers???? ¡­,,HypeClub,New York
1 review,"Awesome place, fair prices and in a great area!",1.0,HypeClub,New York
3 reviews,They have a sweet selection,,HypeClub,New York
1 review,Great store,,HypeClub,New York
1 review,Helpful in helping my husband pick out some new yeezys. Thank you!,1.0,HypeClub,New York
2 reviews,A wide variety of shoes especially dunks and Yeezys.,,HypeClub,New York
2 reviews,Good shop and great people !,,HypeClub,New York
1 review,Great purchase,,HypeClub,New York
1 review,Great service and great shoes.,1.0,HypeClub,New York
2 reviews,Great customer service !!,,HypeClub,New York
1 review,Great energy while in the store and great team working the store,,HypeClub,New York
3 reviews,Mad rude and disrespectful don¡¯t shop here,,HypeClub,New York
2 reviews,Very friendly and extremely helpful staff :),1.0,HypeClub,New York
1 review,"Great inventory, customer service and prices!",1.0,HypeClub,New York
1 review,"Amazing, good shoes and clothes!",,HypeClub,New York
2 reviews,Great price and amazing service,,HypeClub,New York
1 review,Great selection !,,HypeClub,New York
3 reviews,Staff is great and welcoming,,HypeClub,New York
3 reviews,Great service & Great Prices,,HypeClub,New York
1 review,Great people and great place to buy shoes,,HypeClub,New York
2 reviews,"Great service, great variety, & great merchandise.",,HypeClub,New York
4 reviews,"Awesome service, great deals!",1.0,HypeClub,New York
2 reviews,Great customer service !!!,,HypeClub,New York
1 review,supper chill,,HypeClub,New York
3 reviews,Amazing staff. Will be back soon,,HypeClub,New York
6 reviews,"Sick new shop, really like the Yeezys I copped here ?? ¡­",1.0,HypeClub,New York
1 review ¡¤ 1 photo,W store. great customer service!,,HypeClub,New York
1 review,Amazing service :) defo recommend!!!,,HypeClub,New York
Local Guide ¡¤ 243 reviews ¡¤ 38 photos,"Great Store , good service",,HypeClub,New York
2 reviews,Great group of Guys and a family business,,HypeClub,New York
1 review,Awesome store!,,HypeClub,New York
2 reviews,"Came from turkey to buy shoes from HypeClub, i think that says it all.",,HypeClub,New York
2 reviews,Awesome ?? store best sneakers selection!!!! ¡­,,HypeClub,New York
2 reviews,great service very helpful and very chill,,HypeClub,New York
1 review,Friendly and down to earth people with great sneakers.,,HypeClub,New York
1 review,Very welcoming and accommodating,,HypeClub,New York
5 reviews,"very good place, nice people !!",,HypeClub,New York
1 review,"fast & quick, definitely coming back",,HypeClub,New York
5 reviews,Great family run business,,HypeClub,New York
3 reviews,Man shout out hypeclub always cashing me out right ???????????? ¡­,,HypeClub,New York
1 review,Phenomenal selection of original Jordan¡¯s.,,HypeClub,New York
4 reviews,"Great experience, service, and shoe collection",,HypeClub,New York
4 reviews,Great and friendly place!!,,HypeClub,New York
1 review,"Very nice, I love this place",,HypeClub,New York
3 reviews,Great customer service.,,HypeClub,New York
1 review,great store with a great staff! :),1.0,HypeClub,New York
3 reviews ¡¤ 7 photos,"Who¡¯s the boss ??
nice team ¡­",,HypeClub,New York
2 reviews,Great selection and great prices !,,HypeClub,New York
Local Guide ¡¤ 68 reviews ¡¤ 371 photos,Excellent customer service,1.0,HypeClub,New York
4 reviews,Great experience!!! Great prices!,,HypeClub,New York
2 reviews,Better prices than other stores,1.0,HypeClub,New York
1 review,Best place to shop at in New York,,HypeClub,New York
3 reviews,"awesome experience, sick collection",1.0,HypeClub,New York
1 review,The best sneaker shop ever!!!!!,,HypeClub,New York
1 review,Great service!!,,HypeClub,New York
2 reviews,"All official , real right???? ¡­",,HypeClub,New York
3 reviews,The greatest store in NYC ?????? ¡­,,HypeClub,New York
7 reviews,Nice store with a large choice of sneakers,,HypeClub,New York
2 reviews,"Nice Sneakers, nice people :)",,HypeClub,New York
2 reviews,Great place! Come here!,1.0,HypeClub,New York
Local Guide ¡¤ 14 reviews ¡¤ 12 photos,"Slow, rude, and overpriced!",5.0,HypeClub,New York
3 reviews,wonderful place 10/10,1.0,HypeClub,New York
3 reviews,good service.,,HypeClub,New York
4 reviews,Cool store!,1.0,HypeClub,New York
1 review,Very professional,,HypeClub,New York
11 reviews ¡¤ 4 photos,Very good service!,1.0,HypeClub,New York
1 review,Everything is good!,,HypeClub,New York
2 reviews,"perfect service, super nice",1.0,HypeClub,New York
11 reviews ¡¤ 2 photos,Amazing service and amazing sneakers!!!!,,HypeClub,New York
3 reviews,"Nice shoes, nice people ???? ¡­",,HypeClub,New York
2 reviews,Great shop,,HypeClub,New York
3 reviews ¡¤ 1 photo,Extremely rude staff.,,HypeClub,New York
1 review,Amazing store!,,HypeClub,New York
3 reviews,Great worker,,HypeClub,New York
2 reviews,Very nice experience.,1.0,HypeClub,New York
4 reviews,Best shoe store.,,HypeClub,New York
2 reviews,Great customer service,1.0,HypeClub,New York
1 review,very helpful,,HypeClub,New York
1 review,"Watch the Website, It's a scam!",,HypeClub,New York
3 reviews,Easy pickup,,HypeClub,New York
1 review,Eli was very helpful,1.0,HypeClub,New York
Local Guide ¡¤ 11 reviews ¡¤ 20 photos,Not a thing,,HypeClub,New York
1 review,Got all the drip WGTM?????? ¡­,1.0,HypeClub,New York
3 reviews,Got a crazy deal!,1.0,HypeClub,New York
6 reviews,Got exactly what I was looking for,1.0,HypeClub,New York
2 reviews,thank you!,,HypeClub,New York
4 reviews,"Great sneakers, Great people",,HypeClub,New York
6 reviews,The place to stop!,,HypeClub,New York
7 reviews,Great sneakers!!,,HypeClub,New York
Local Guide ¡¤ 25 reviews ¡¤ 5 photos,Rude and disrespectful,1.0,HypeClub,New York
4 reviews,Great inventory of kicks and for good prices. Will highly recommend!,,HypeClub,New York
1 review ¡¤ 1 photo,Super happy with the service and attention at Hypeclub NYC. Hope to see you again for another pair! Peace and thanks to MOE for the advice and support,,HypeClub,New York
17 reviews ¡¤ 1 photo,Hands down the best store in the city!! I would recommend other people to buy all their sneaker from here! ?? ¡­,,HypeClub,New York
1 review,Amazing place got clothes from here and great service!,,HypeClub,New York
1 review ¡¤ 1 photo,"Super friendly and helpful staff!!
The shop owner was super friendly!
I highly recommend this store!!",,HypeClub,New York
1 review,"Super exceptional experience, the staff super helpful and friendly with everyone. If you are a shoe lover I highly recommend this shop",,HypeClub,New York
"Local Guide ¡¤ 430 reviews ¡¤ 10,247 photos","Nice store with a large selection of sneakers. Also some good used shoes on offer. Prices are very high, but with a bit of luck you can bargain something.
Selection of clothing not very large. ¡­",2.0,HypeClub,New York
28 reviews,Superb store with a very family atmosphere. As all-rounders we were very well advised and here we are not taken for pigeons which is nice! A big thank-you !,,HypeClub,New York
Local Guide ¡¤ 141 reviews,"I entered this shop by chance with my son and found very professional and kind people.
The store is full of the best sneakers with the cheapest prices in New York, ¡­",1.0,HypeClub,New York
1 review,"Very nice shop with many beautiful well-arranged products, friendly and very helpful staff.
The shop also offers used and perfectly refurbished shoes. ¡­",,HypeClub,New York
9 reviews ¡¤ 10 photos,"Great experience, super competent staff, go there, it's top notch. In addition, a seller is French.",1.0,HypeClub,New York
